"ID" "Annual_TMP" "state_0" "state_1" "interval"
"115" 2342 2.89666664600372 "M" "M" 8
"116" 2353 4.36699999173482 "B" "B" 8
"117" 2396 4.11600003242492 "T" "M" 8
"118" 2445 4.81799998283387 "T" "M" 8
"119" 2549 3.0656666914622 "B" "B" 8
"120" 2557 3.52166666984558 "T" "T" 8
"121" 2592 2.84400004545847 "M" "M" 8
"122" 2694 3.05700002511343 "B" "B" 8
"123" 2743 3.20466666221619 "T" "T" 8
"124" 2866 3.80499997933705 "M" "M" 8
"125" 2946 3.19066664377848 "M" "M" 8
"126" 2956 5.01966670354207 "B" "B" 8
"127" 2983 6.03500003814698 "T" "T" 8
"128" 3013 3.58300003210703 "B" "B" 8
"129" 3025 4.6723333120346 "M" "M" 8
"130" 3085 2.72066663503647 "B" "B" 8
"131" 3202 3.72999996344248 "M" "M" 8
"132" 3308 3.25866668224335 "M" "M" 8
"133" 3365 3.33033332824707 "M" "M" 8
"134" 3415 3.74633333683014 "T" "T" 8
"135" 3428 3.74633333683014 "M" "T" 8
"136" 3434 5.05633333524069 "T" "T" 8
"137" 3439 3.43933332761129 "B" "B" 8
"138" 3474 3.17333333492279 "M" "M" 8
"139" 3492 4.91299993197123 "T" "T" 8
"140" 3504 3.90500000317892 "M" "M" 8
"141" 3574 4.83233332633972 "M" "T" 8
"142" 3575 5.12433338165283 "T" "T" 8
"143" 3617 4.45899999141693 "M" "M" 8
"144" 3627 3.87166671752929 "M" "M" 8
"145" 3662 5.02266670862834 "M" "M" 8
"146" 3664 5.10133330027262 "T" "T" 8
"147" 3687 3.8900000333786 "M" "M" 8
"148" 3727 3.65300002098084 "T" "T" 8
"149" 3905 4.92733330726623 "M" "M" 8
"150" 3922 3.69166671435038 "M" "M" 8
"151" 3973 4.99333335558573 "T" "T" 8
"152" 4010 4.36699999173482 "M" "M" 8
"153" 4012 4.27933332125346 "B" "B" 8
"154" 4097 3.37233331998189 "T" "R" 8
"155" 4102 4.57066663901011 "T" "T" 8
"156" 4139 4.71766668160756 "M" "M" 8
"157" 4202 3.69166671435038 "M" "M" 8
"158" 4239 4.57066663901011 "M" "T" 8
"159" 4290 3.4136666615804 "T" "T" 8
"160" 4294 4.54300003051758 "T" "R" 8
"161" 4319 5.83166666030884 "T" "T" 8
"162" 4321 5.08366664250692 "T" "T" 8
"163" 4444 3.0656666914622 "M" "M" 8
"164" 4472 6.17166665395101 "T" "T" 8
"165" 4477 4.79033328692118 "T" "T" 8
"166" 4534 3.36933331489563 "M" "M" 8
"167" 4582 4.81133330663045 "M" "M" 8
"168" 4625 2.93833332061767 "M" "M" 8
"169" 4750 5.80000004768372 "T" "T" 8
"170" 4828 3.96200002034505 "T" "T" 8
"171" 4893 2.52700000603993 "M" "M" 8
"172" 4911 3.79966669082641 "M" "M" 8
"173" 4915 3.44900000890097 "T" "T" 8
"174" 4985 5.04133332570394 "T" "T" 8
"175" 5021 3.32366667588551 "M" "M" 8
"176" 5063 5.217666721344 "B" "M" 8
"177" 5125 4.27933332125346 "M" "M" 8
"178" 5138 4.25966664950053 "M" "T" 8
"179" 5162 5.05633333524069 "M" "M" 8
"180" 5200 3.56666671435039 "T" "T" 8
"181" 5259 5.9416665871938 "M" "M" 8
"182" 5263 3.14933334986369 "M" "M" 8
"183" 5269 2.89333332379659 "T" "T" 8
"184" 5354 3.58466667334239 "M" "M" 8
"185" 5361 5.35700001716613 "M" "M" 8
"186" 5434 4.68499995867412 "T" "T" 8
"187" 5467 3.17333333492279 "M" "M" 8
"188" 5483 4.17966667016348 "M" "M" 8
"189" 5593 4.66866665681203 "T" "T" 8
"190" 5605 6.20900001525879 "T" "T" 8
"191" 5609 2.72066663503647 "M" "B" 8
"192" 5623 3.78500004609426 "M" "M" 8
"193" 5763 3.4136666615804 "M" "M" 8
"194" 5808 3.8900000333786 "M" "M" 8
"195" 5814 5.97966666221619 "T" "T" 8
"196" 5846 5.68266669909159 "T" "T" 8
"197" 5902 3.53366667429607 "B" "B" 8
"198" 5957 3.64333333969117 "T" "T" 8
"199" 5963 5.88533329963685 "M" "M" 8
"200" 5997 2.5893333474795 "T" "T" 8
"201" 6121 4.32766667207082 "T" "T" 8
"202" 6131 3.55100000699361 "M" "M" 8
"203" 6162 6.21866664886474 "T" "T" 8
"204" 6165 5.01966670354207 "T" "T" 8
"205" 6168 3.74966669082642 "T" "T" 8
"206" 6169 4.74133330186208 "T" "T" 8
"207" 6353 3.16199998060863 "T" "T" 8
"208" 6395 3.56866668860118 "T" "T" 8
"209" 6405 4.96233331362406 "M" "M" 8
"210" 6415 3.38866666952769 "B" "M" 8
"211" 6442 6.17166665395101 "T" "T" 8
"212" 6453 3.446333360672 "M" "M" 8
"213" 6499 3.53366667429607 "B" "B" 8
"214" 6540 6.25633333524068 "T" "T" 8
"215" 6566 2.89333332379659 "T" "T" 8
"216" 6571 4.40400001207987 "T" "T" 8
"217" 6597 3.4136666615804 "M" "M" 8
"218" 6759 5.86466668446858 "T" "T" 8
"219" 6782 1.88533333937327 "M" "M" 8
"220" 6792 4.58766667842865 "M" "M" 8
"221" 6874 3.46966667175292 "T" "T" 8
"222" 6933 3.03399999936422 "T" "T" 8
"223" 6937 2.34899997711182 "B" "B" 8
"224" 7042 3.74966669082642 "T" "T" 8
"225" 7051 4.91199997266133 "T" "M" 8
"226" 7071 -3.10300001303355 "B" "B" 8
"227" 7145 3.96200002034505 "T" "T" 8
"228" 7242 3.21199996471405 "M" "M" 8
"229" 7284 5.83233338991801 "T" "T" 8
"230" 7372 4.36699999173482 "T" "T" 8
"231" 7469 4.38833327293396 "M" "M" 8
"232" 7543 5.15533340771993 "T" "T" 8
"233" 7558 3.58300003210703 "B" "B" 8
"234" 7662 4.79033328692118 "M" "M" 8
"235" 7696 3.39499998092652 "M" "M" 8
"236" 7711 6.35466669400533 "T" "T" 8
"237" 7723 4.00999999841054 "M" "M" 8
"238" 7750 3.35033334096273 "M" "M" 8
"239" 7756 3.13700002034505 "B" "B" 8
"240" 7840 3.72666668097178 "M" "M" 8
"241" 7898 3.20766667524973 "M" "M" 8
"242" 7927 5.60766666730245 "M" "M" 8
"243" 7969 4.25966664950053 "M" "M" 8
"244" 8016 4.95366670290629 "T" "T" 8
"245" 8073 3.46966667175292 "M" "M" 8
"246" 8107 3.20466666221619 "T" "T" 8
"247" 8166 5.15099999109904 "M" "M" 8
"248" 8208 4.81799998283387 "T" "T" 8
"249" 8263 4.36699999173482 "M" "M" 8
"250" 8294 4.48533333937327 "M" "M" 8
"251" 8303 4.66866665681203 "M" "T" 8
"252" 8310 3.14933334986369 "M" "M" 8
"253" 8380 5.97966666221619 "M" "M" 8
"254" 8384 4.11600003242492 "M" "M" 8
"255" 8391 3.05666667620341 "M" "M" 8
"256" 8426 3.78500004609426 "T" "T" 8
"257" 8451 3.39466666380564 "M" "M" 8
"258" 8464 6.35466669400533 "T" "T" 8
"259" 8493 3.39466666380564 "M" "M" 8
"260" 8542 3.00833333333333 "T" "T" 8
"261" 8543 6.15199996630351 "T" "T" 8
"262" 8571 3.65300002098084 "M" "M" 8
"263" 8580 5.60766666730245 "T" "T" 8
"264" 8598 4.01833333174388 "T" "T" 8
"265" 8619 5.20266660054525 "T" "T" 8
"266" 8631 3.8953333457311 "T" "M" 8
"267" 8705 3.71500001748403 "M" "M" 8
"268" 8708 3.18599999745687 "T" "T" 8
"269" 8715 3.77100001176199 "M" "M" 8
"270" 8761 4.78066666126251 "T" "T" 8
"271" 8785 4.09000004927317 "M" "M" 8
"272" 8860 2.52700000603993 "B" "B" 8
"273" 8865 3.77133330504099 "M" "M" 8
"274" 8978 3.13700002034505 "T" "T" 8
"275" 8994 3.25866668224335 "M" "M" 8
"276" 9093 3.13700002034505 "M" "M" 8
"277" 9109 3.47733333905538 "M" "M" 8
"278" 9181 3.01266665458679 "T" "T" 8
"279" 9204 2.5893333474795 "T" "T" 8
"280" 9227 3.13700002034505 "M" "M" 8
"281" 9285 3.4136666615804 "M" "M" 8
"282" 9343 3.03399999936422 "T" "T" 8
"283" 9357 3.72666668097178 "T" "M" 8
"284" 9386 5.68133327166239 "T" "T" 8
"285" 9391 3.47733333905538 "M" "M" 8
"286" 9392 5.88533329963685 "T" "T" 8
"287" 9395 3.68500000635783 "B" "B" 8
"288" 9438 2.87966670195262 "B" "B" 8
"289" 9450 3.74633333683014 "T" "T" 8
"290" 9461 2.87966670195262 "M" "M" 8
"291" 9512 4.60099999109904 "B" "B" 8
"292" 9565 5.80000004768372 "M" "M" 8
"293" 9583 6.06400005022684 "M" "M" 8
"294" 9604 5.35700001716613 "M" "M" 8
"295" 9682 2.87966670195262 "M" "M" 8
"296" 9704 3.80499997933705 "T" "T" 8
"297" 9821 4.20466673374176 "M" "T" 8
"298" 9855 4.74966661135355 "M" "M" 8
"299" 9874 3.11100002924601 "M" "M" 8
"300" 9880 6.15199996630351 "T" "T" 8
"301" 9885 3.87166671752929 "M" "M" 8
"302" 9900 3.40033333301544 "B" "B" 8
"303" 9914 5.53966670036315 "B" "M" 8
"304" 9920 3.68500000635783 "M" "M" 8
"305" 10182 3.12766667207082 "M" "M" 8
"306" 10201 4.58766667842865 "M" "M" 8
"307" 10204 -3.10300001303355 "B" "B" 8
"308" 10208 4.65966670513153 "T" "T" 8
"309" 10248 3.56866668860118 "T" "T" 8
"310" 10308 4.72066669464111 "T" "T" 8
"311" 10415 3.91599998474121 "M" "M" 8
"312" 10441 4.0453333457311 "M" "M" 8
"313" 10446 4.96233331362406 "M" "M" 8
"314" 10460 3.56899999777476 "M" "M" 8
"315" 10504 3.56166668732961 "B" "M" 8
"316" 10546 3.66299999554952 "B" "M" 8
"317" 10583 4.74966661135355 "M" "T" 8
"318" 10605 3.56866668860118 "T" "T" 8
"319" 10612 5.10133330027262 "T" "T" 8
"320" 10645 4.6723333120346 "T" "T" 8
"321" 10686 4.94000000953674 "T" "T" 8
"322" 10771 3.3553333123525 "T" "T" 8
"323" 10782 2.72066663503647 "T" "M" 8
"324" 10813 3.00833333333333 "T" "M" 8
"325" 10838 3.56666671435039 "M" "T" 8
"326" 10866 1.88533333937327 "M" "M" 8
"327" 10921 3.13700002034505 "M" "M" 8
"328" 10931 2.89666664600372 "B" "B" 8
"329" 10986 3.21566666762034 "B" "B" 8
"330" 11060 5.68133327166239 "T" "T" 8
"331" 11110 2.84400004545847 "M" "M" 8
"332" 11128 4.76766668955485 "M" "M" 8
"333" 11185 5.03266668319702 "T" "M" 8
"334" 11188 5.83233338991801 "T" "T" 8
"335" 11240 3.74633333683014 "T" "T" 8
"336" 11285 3.48533334732056 "M" "M" 8
"337" 11324 3.0656666914622 "M" "M" 8
"338" 11329 5.10133330027262 "T" "T" 8
"339" 11401 4.48033340771993 "M" "M" 8
"340" 11418 4.74966661135355 "T" "T" 8
"341" 11423 4.63200000127157 "M" "M" 8
"342" 11558 3.55100000699361 "M" "M" 8
"343" 11596 3.34000002543131 "T" "T" 8
"344" 11633 4.92733330726623 "M" "M" 8
"345" 11701 3.11833335558573 "B" "M" 8
"346" 11716 3.9409999926885 "T" "T" 8
"347" 11795 5.78200001716614 "T" "T" 8
"348" 11850 4.81133330663045 "M" "M" 8
"349" 11869 5.53266668319703 "T" "T" 8
"350" 11870 5.15099999109904 "M" "M" 8
"351" 11899 3.90500000317892 "M" "M" 8
"352" 11995 3.33033332824707 "M" "M" 8
"353" 12000 4.8913332939148 "R" "T" 8
"354" 12004 3.90500000317892 "M" "M" 8
"355" 12059 4.43033335208893 "M" "M" 8
"356" 12063 4.66433335940043 "T" "T" 8
"357" 12073 4.8560000260671 "T" "M" 8
"358" 12091 5.68266669909159 "T" "T" 8
"359" 12130 5.8653333346049 "T" "T" 8
"360" 12159 3.11833335558573 "M" "M" 8
"361" 12196 3.66300001144409 "M" "M" 8
"362" 12216 3.68500000635783 "M" "M" 8
"363" 12230 5.21999998092651 "M" "M" 8
"364" 12235 4.48033340771993 "B" "B" 8
"365" 12279 4.38833327293396 "M" "M" 8
"366" 12300 3.18599999745687 "T" "T" 8
"367" 12351 3.66299999554952 "M" "M" 8
"368" 12430 4.83233332633972 "T" "T" 8
"369" 60 -1.9713333149751 "B" "B" 9
"370" 326 2.70866666634878 "T" "T" 9
"371" 432 2.80166668891907 "T" "T" 9
"372" 442 4.19433332284292 "M" "M" 9
"373" 1073 3.04833335876465 "T" "M" 9
"374" 1195 3.07900000413259 "B" "B" 9
"375" 1202 -1.9713333149751 "B" "B" 9
"376" 1657 4.5340000073115 "T" "T" 9
"377" 1798 -3.53066665331523 "B" "B" 9
"378" 1836 -2.34566666285197 "B" "B" 9
"379" 1951 -2.87633335590363 "B" "B" 9
"380" 2058 -2.00666668017706 "B" "B" 9
"381" 2150 4.48833335240682 "B" "B" 9
"382" 2155 -2.34566666285197 "B" "B" 9
"383" 2300 4.05866663455963 "B" "B" 9
"384" 2720 3.68399999936422 "B" "B" 9
"385" 2749 -2.01633332371712 "B" "B" 9
"386" 2890 2.51800000270208 "M" "M" 9
"387" 3017 3.97099999586741 "B" "M" 9
"388" 3149 2.70866666634878 "M" "M" 9
"389" 3211 3.6853333234787 "T" "T" 9
"390" 3223 4.05866663455963 "M" "M" 9
"391" 3437 3.0403333346049 "T" "T" 9
"392" 3516 2.6836666504542 "M" "M" 9
"393" 3983 4.38933331966401 "M" "M" 9
"394" 4034 3.0403333346049 "T" "T" 9
"395" 4079 4.24500003655752 "M" "M" 9
"396" 4473 4.04066667556763 "M" "M" 9
"397" 4599 2.88599999348323 "T" "T" 9
"398" 4922 4.23666671117146 "M" "M" 9
"399" 5124 3.6853333234787 "T" "T" 9
"400" 5288 4.23666671117146 "M" "M" 9
"401" 5430 2.90733331044515 "M" "M" 9
"402" 6286 3.68366669019063 "M" "M" 9
"403" 6298 3.37900002797444 "B" "B" 9
"404" 6407 2.6836666504542 "M" "M" 9
"405" 6436 3.08700002829234 "B" "B" 9
"406" 6558 3.43499999046325 "M" "T" 9
"407" 6737 4.19433332284292 "M" "M" 9
"408" 6812 3.37900002797444 "B" "B" 9
"409" 6998 3.4859999815623 "M" "M" 9
"410" 7020 3.07900000413259 "M" "M" 9
"411" 7244 -2.00666668017706 "B" "B" 9
"412" 7315 -3.46500002543131 "B" "B" 9
"413" 7608 -3.53066665331523 "B" "B" 9
"414" 7717 3.08700002829234 "M" "M" 9
"415" 7759 3.04833335876465 "M" "M" 9
"416" 8148 -2.87633335590363 "B" "B" 9
"417" 8371 4.25999999841054 "M" "M" 9
"418" 8661 4.04066667556763 "M" "M" 9
"419" 8747 3.43499999046325 "M" "M" 9
"420" 9074 4.48833335240682 "M" "M" 9
"421" 9409 4.24500003655752 "M" "T" 9
"422" 9484 -3.2773333509763 "B" "B" 9
"423" 9643 -2.01633332371712 "R" "R" 9
"424" 9812 -3.2773333509763 "R" "R" 9
"425" 9839 4.5340000073115 "T" "M" 9
"426" 9959 4.18666664759318 "T" "T" 9
"427" 10235 3.68399999936422 "B" "B" 9
"428" 10476 2.51800000270208 "B" "M" 9
"429" 10930 4.19433332284292 "M" "M" 9
"430" 11076 3.88766667048136 "M" "M" 9
"431" 11385 3.86766667366027 "M" "T" 9
"432" 11441 2.88599999348323 "T" "T" 9
"433" 11601 3.86766667366027 "M" "M" 9
"434" 11962 2.6836666504542 "M" "M" 9
"435" 12131 2.51800000270208 "B" "M" 9
"436" 137 4.08466668923696 "M" "M" 10
"437" 222 3.20066664218903 "M" "M" 10
"438" 644 3.20299996534983 "T" "T" 10
"439" 911 1.82233331600825 "M" "M" 10
"440" 930 2.73966668844223 "M" "M" 10
"441" 1055 2.44933333794276 "M" "R" 10
"442" 1537 2.41000000635783 "M" "M" 10
"443" 1570 4.09299999078115 "M" "M" 10
"444" 1663 1.62699999213219 "B" "B" 10
"445" 1795 2.7840000073115 "M" "M" 10
"446" 1829 4.08466668923696 "B" "B" 10
"447" 1896 2.14166667461395 "M" "M" 10
"448" 1984 2.6039999961853 "B" "B" 10
"449" 2128 1.82233331600825 "B" "B" 10
"450" 2213 2.94433333476385 "M" "M" 10
"451" 2977 3.20299996534983 "M" "M" 10
"452" 3040 2.67099998394648 "B" "B" 10
"453" 3180 2.94433333476385 "M" "M" 10
"454" 3414 2.67099998394648 "M" "M" 10
"455" 3821 3.06533335049947 "B" "B" 10
"456" 3827 3.19366664886474 "M" "M" 10
"457" 4043 1.62699999213219 "B" "B" 10
"458" 4109 3.61033334732056 "M" "M" 10
"459" 4162 2.41900000572205 "M" "T" 10
"460" 4311 3.20299996534983 "M" "M" 10
"461" 4415 2.81566667159399 "B" "B" 10
"462" 4568 2.41900000572205 "M" "M" 10
"463" 4572 2.50066664218902 "M" "M" 10
"464" 5362 1.73566667040189 "M" "M" 10
"465" 5381 1.82233331600825 "M" "M" 10
"466" 5642 4.08466668923696 "M" "M" 10
"467" 5698 1.62699999213219 "M" "M" 10
"468" 5897 2.90600000222524 "M" "M" 10
"469" 6233 2.57299998203913 "M" "M" 10
"470" 6366 3.82233330408732 "M" "M" 10
"471" 6454 3.20299996534983 "M" "M" 10
"472" 6593 2.90600000222524 "B" "B" 10
"473" 6712 3.19366664886474 "M" "M" 10
"474" 7146 2.56766665379206 "M" "M" 10
"475" 7175 2.56766665379206 "M" "B" 10
"476" 7665 2.50066664218902 "B" "B" 10
"477" 7715 3.82233330408732 "T" "T" 10
"478" 7770 3.27366667588552 "M" "M" 10
"479" 7805 2.47766667604446 "M" "M" 10
"480" 8014 4.09299999078115 "M" "M" 10
"481" 8142 3.20066664218903 "B" "B" 10
"482" 8487 4.03699997266134 "M" "M" 10
"483" 8502 2.14166667461395 "M" "M" 10
"484" 8517 3.96300001939137 "M" "M" 10
"485" 8717 2.31800000667572 "B" "B" 10
"486" 8773 3.02766667207082 "T" "T" 10
"487" 9211 2.8450000166893 "B" "B" 10
"488" 9408 4.03699997266134 "M" "M" 10
"489" 9607 4.24666666984558 "T" "T" 10
"490" 9619 2.70033333301545 "M" "M" 10
"491" 9943 2.41000000635783 "M" "M" 10
"492" 9950 2.47766667604446 "M" "M" 10
"493" 10320 3.61033334732056 "M" "M" 10
"494" 10329 3.27366667588552 "T" "T" 10
"495" 10467 2.73966668844223 "T" "T" 10
"496" 10478 4.24666666984558 "M" "T" 10
"497" 10536 2.6039999961853 "B" "B" 10
"498" 10676 1.73566667040189 "M" "M" 10
"499" 11518 3.96300001939137 "B" "M" 10
"500" 11893 2.57299998203913 "M" "B" 10
"501" 107 4.79233334859212 "B" "B" 15
"502" 838 3.85133331616719 "T" "R" 15
"503" 1826 5.06700002352397 "T" "R" 15
"504" 5864 3.85133331616719 "T" "T" 15
"505" 7987 3.86433332761129 "T" "R" 15
"506" 8969 4.96466668446859 "T" "R" 15
"507" 12303 2.7873333454132 "B" "R" 15
"508" 12 3.50400000413259 "T" "T" 7
"509" 27 4.20400003592174 "M" "M" 7
"510" 31 5.1640000184377 "M" "M" 7
"511" 32 3.33166667620341 "T" "T" 7
"512" 54 2.75400001207988 "M" "T" 7
"513" 95 0.642333339775602 "B" "B" 7
"514" 109 4.39466669559478 "T" "T" 7
"515" 116 3.87266668478648 "M" "M" 7
"516" 124 3.00000001589457 "B" "B" 7
"517" 127 0.987333336969215 "B" "B" 7
"518" 148 4.41933337847392 "T" "T" 7
"519" 170 3.59366668065389 "M" "T" 7
"520" 201 3.45333333810171 "M" "M" 7
"521" 237 4.20400003592174 "M" "M" 7
"522" 245 3.86966668764751 "M" "M" 7
"523" 256 0.693666670223077 "B" "B" 7
"524" 268 4.05466666221619 "M" "M" 7
"525" 269 -0.857333329195777 "B" "B" 7
"526" 273 2.98333333333334 "M" "T" 7
"527" 300 2.92099997997284 "B" "B" 7
"528" 349 4.05466666221619 "B" "B" 7
"529" 382 4.0366666952769 "M" "M" 7
"530" 384 3.99166665871938 "T" "M" 7
"531" 389 3.33166667620341 "T" "T" 7
"532" 436 3.33933335940043 "B" "B" 7
"533" 437 4.13999995390575 "B" "B" 7
"534" 441 3.32933330535888 "T" "T" 7
"535" 469 0.173000000417233 "B" "B" 7
"536" 474 -0.251333327094714 "B" "B" 7
"537" 500 2.25199999809265 "M" "M" 7
"538" 520 4.13166670004527 "T" "T" 7
"539" 548 0.77900000748535 "B" "B" 7
"540" 572 3.73466665744782 "M" "M" 7
"541" 577 2.22533330917358 "M" "M" 7
"542" 579 3.33933335940043 "M" "M" 7
"543" 593 4.69100000063578 "T" "T" 7
"544" 612 2.39166663885116 "M" "M" 7
"545" 626 4.05999999841054 "T" "M" 7
"546" 631 1.67033334126075 "M" "M" 7
"547" 655 1.31533333435654 "B" "B" 7
"548" 663 1.92466668685277 "M" "M" 7
"549" 669 3.62933334509531 "M" "M" 7
"550" 711 4.65066665013631 "T" "T" 7
"551" 712 1.33899998615185 "M" "M" 7
"552" 721 2.93599996169409 "T" "T" 7
"553" 730 -0.10700000114739 "B" "B" 7
"554" 744 -4.30600004196167 "B" "B" 7
"555" 752 2.91499999364217 "B" "B" 7
"556" 764 3.4456666469574 "M" "M" 7
"557" 768 0.289333335061868 "B" "B" 7
"558" 771 2.30566668510437 "B" "B" 7
"559" 802 0.896666660408179 "B" "B" 7
"560" 824 4.52800001303355 "T" "T" 7
"561" 825 1.64599999288718 "M" "M" 7
"562" 829 2.99300001462301 "B" "B" 7
"563" 842 2.57766662836075 "M" "T" 7
"564" 868 2.63199999729793 "B" "B" 7
"565" 889 5.1640000184377 "B" "B" 7
"566" 896 -0.0219999977697931 "B" "B" 7
"567" 910 4.63166666825613 "M" "T" 7
"568" 913 1.55733333826065 "B" "B" 7
"569" 916 3.2986666917801 "M" "M" 7
"570" 917 3.62933334509531 "T" "M" 7
"571" 922 -0.422999996133149 "B" "B" 7
"572" 937 2.94400001764297 "M" "M" 7
"573" 951 3.63433333237966 "M" "M" 7
"574" 957 4.10800001621246 "M" "M" 7
"575" 964 3.32933330535888 "M" "M" 7
"576" 976 1.96133332848549 "M" "M" 7
"577" 995 3.34599998792013 "M" "M" 7
"578" 996 3.50466668605805 "M" "T" 7
"579" 1015 3.49199998378753 "B" "B" 7
"580" 1024 2.08366665840149 "M" "M" 7
"581" 1038 2.84966666698455 "M" "T" 7
"582" 1046 2.11866665283839 "B" "B" 7
"583" 1059 3.50400000413259 "M" "M" 7
"584" 1088 1.63099999924501 "M" "M" 7
"585" 1111 2.68333333730698 "B" "B" 7
